"File","IllustratorVersion","ArtboardWidthPt","ArtboardHeightPt","Layers","TextFrames","PathItems","CompoundPathItems","GroupItems","PlacedItems","RasterItems","PDFCompatible","Preview","EditabilityStatus"
"FigureS3_revised_v05_editable.ai","28.0.0","595.28","841.89","1","268","584","0","969","0","0","True","FigureS3_revised_v05_AI_preview.png","recommended editable"
