section,conditioned_on,cell_state,distance_coordinate_units,distance_um,cooccurrence_probability_ratio
26dpb_p2,Fib_K14,B_Plasma,9398.332298810537,4699.166149405269,1.0033242724599953
26dpb_p2,Fib_K14,B_Plasma,9591.376392485588,4795.688196242794,1.002768906794241
26dpb_p2,Fib_K14,B_Plasma,9784.42048616064,4892.21024308032,1.002198837198294
26dpb_p2,Fib_K14,CD4_T,518.3039897581684,259.1519948790842,0.9099950345706543
26dpb_p2,Fib_K14,CD4_T,711.3480834332199,355.67404171660996,0.8683362891151782
26dpb_p2,Fib_K14,CD4_T,904.3921771082714,452.1960885541357,0.8583487829407431
26dpb_p2,Fib_K14,CD4_T,1097.436270783323,548.7181353916615,0.8518430005119669
26dpb_p2,Fib_K14,CD4_T,1290.4803644583744,645.2401822291872,0.8523900969900622
26dpb_p2,Fib_K14,CD4_T,1483.524458133426,741.762229066713,0.8593018942616377
26dpb_p2,Fib_K14,CD4_T,1676.5685518084774,838.2842759042387,0.8650610720726749
26dpb_p2,Fib_K14,CD4_T,1869.612645483529,934.8063227417645,0.8735554462443746
26dpb_p2,Fib_K14,CD4_T,2062.6567391585804,1031.3283695792902,0.8904608600969068
26dpb_p2,Fib_K14,CD4_T,2255.700832833632,1127.850416416816,0.9034247752926632
26dpb_p2,Fib_K14,CD4_T,2448.7449265086834,1224.3724632543417,0.9220833697100018
26dpb_p2,Fib_K14,CD4_T,2641.789020183735,1320.8945100918675,0.9386160715593538
26dpb_p2,Fib_K14,CD4_T,2834.8331138587864,1417.4165569293932,0.9474965349581276
26dpb_p2,Fib_K14,CD4_T,3027.877207533838,1513.938603766919,0.955539973628193
26dpb_p2,Fib_K14,CD4_T,3220.9213012088894,1610.4606506044447,0.9636405019933451
26dpb_p2,Fib_K14,CD4_T,3413.965394883941,1706.9826974419705,0.9662125979324221
26dpb_p2,Fib_K14,CD4_T,3607.0094885589924,1803.5047442794962,0.9713788104431247
26dpb_p2,Fib_K14,CD4_T,3800.053582234044,1900.026791117022,0.9710784929332519
26dpb_p2,Fib_K14,CD4_T,3993.0976759090954,1996.5488379545477,0.97091244057393
26dpb_p2,Fib_K14,CD4_T,4186.1417695841465,2093.0708847920732,0.971368203855714
26dpb_p2,Fib_K14,CD4_T,4379.185863259198,2189.592931629599,0.9696206917253114
26dpb_p2,Fib_K14,CD4_T,4572.2299569342495,2286.1149784671247,0.9698527797312102
