KC_Basal	KC_Basal_Quies	KC_Basal_Mig	KC_Basal_Prolif	KC_Spinous	KC_Spinous_Mig	KC_Spinous_Mat	KC_Granular	SAC_SG_Progenitor	SAC_SG_Clear	SAC_SG_Dark	SAC_SG_Ductal	SAC_HF_HFSC	SAC_HF_DP_DS	SAC_HF_Matrix	SAC_HF_ORS	SAC_HF_IRS	Melanocyte	Fib_Papi	Fib_SFRP2	Fib_Fasci	Fib_EN1	Fib_Inflama	Fibrocyte	Fib_Myo	Fib_Prolif	Fib_K14	Endo_Arterial	Endo_Venous	Endo_Lymphatic	Endo_Capillary	Endo_Prolif	Pericyte	Neuron	Schwann	M1_Macrophage	M2_Macrophage	LAM	Neutrophil	Mast	cDC1	cDC2	pDC	LGHS	B_Mature	B_Plasma	CD4_T	CD8_T	NK
FOXD2	0.202155368132417	0.256061194141413	0.126738099887964	0.0708791160582107	0.240325421244671	0.135055231781996	0.120461156089841	0.253912195104677	0.0122810672801328	0.00834310162236873	0.0329729150346911	0.0560062363476412	0.000363767352316136	0.00205141357815575	0.000261600705813825	0.00242245213458991	0.00163369052257356	0.0216201072287576	0.0364523951346278	0.0414374845766234	0.0340531948184004	0.0383773686843242	0.0737587970047966	0.045029926884923	0.0343248714583217	0.0236690975943306	0.0417817775259175	0.0218823520949708	0.0693640670273319	0.00671122880510433	0.0301531040857033	0.00455661739861857	0.0372298282318919	0.0256090996278037	0.00884684742866493	0.0239387492101835	0.0351099549549436	0.0519979004799078	0.000940239061935855	0.0194845286112767	0.0010004176711147	0.00856257852055287	0.00234062168016891	0.0136036663854229	0.00766277873231047	0.00400329789165377	0.0340855522844381	0.0169504768644044	0.0019968893113449
FOXG1	0.23388432936456	0.267376505371647	0.158605322312928	0.0939214984918507	0.242631310643143	0.160691793525478	0.126268151295597	0.314115856650976	0.0167395668808622	0.0119778563533008	0.0505735025789574	0.0834151105202801	0.000657753940178751	0.00265312207560964	0.000659313923586868	0.00365891678030139	0.00232691830185128	0.0310401491840488	0.0160756695819029	0.0345726967157466	0.0113954635165601	0.0135246859573508	0.0234146972872615	0.0316520487964134	0.0532530709288974	0.00812650052947261	0.0436266298408999	0.0203319429482836	0.0770272190635162	0.00899042749993817	0.0296243480505167	0.00504514036910031	0.0525629231916855	0.0378760768429982	0.0107594157286992	0.00902354293144569	0.00478770828396602	0.00576863350689705	0.000708278695683018	0.0119241734396094	0.00222678048783975	0.00564799975630925	0.00722474017605745	0.00778713298485512	0.00767645531463468	0.00390456748941004	0.0357022694453621	0.019203501749707	0.00296959863774537
FOXI1	0.280213445699091	0.196159739990137	0.157288803459693	0.128681119360696	0.160943040260192	0.184944779715322	0.0917084004260016	0.304904638584227	0.0493621711050571	0.109918800440406	0.110763684579031	0.156243132068204	0.00702620203856386	0.0128864019712003	0.00545109791250908	0.0185257520721006	0.0122009824497623	0.0344640671952642	0.0226386388441895	0.0624937084126415	0.0194901048052323	0.0209823455038244	0.0552709112047601	0.0499370251514866	0.10163229835352	0.0212504747685818	0.0631633043581363	0.0447950627052696	0.110022956475404	0.00804533190192247	0.0372648492959138	0.0107077302759923	0.0947591993932106	0.00912920405855955	0.0107346064106133	0.0259432075178461	0.0214237069089194	0.0170992901872344	0.00456763264532012	0.0173015611528383	0.00256958133748553	0.0104221384302206	0.00455310828555011	0.00880519713583805	0.00678599565587579	0.00262799076417219	0.0362229255038489	0.0180110016441457	0.00344145351963698
FOXO1	0.187011655808288	0.188992977907157	0.106865969648568	0.0955477487080054	0.165588674175916	0.144704489833715	0.0931471659498069	0.253773697977131	0.0200427267583209	0.0250721972528744	0.0654096512431651	0.0847082414608896	0.00188056336966236	0.00445195769522866	0.00112290856934305	0.0041461273005825	0.0019315859914435	0.0240990220850547	0.022475695578244	0.078347545161473	0.0293142900595154	0.0288688765144942	0.0426494717899741	0.0501922371645269	0.0684699904144246	0.0148447532074649	0.045237204261827	0.0711020038704361	0.212891494334007	0.0174134175839038	0.0636647365655325	0.0225809774167911	0.062261884318823	0.0140526964072643	0.00921898626301565	0.0266253338935143	0.0224069351873719	0.0206046570147786	0.00183206643622902	0.0221902724681768	0.00396307218808345	0.0145376740890804	0.00791590638311046	0.00863566795161463	0.0114064498172088	0.00316459619680431	0.0735738467990998	0.0345773160584155	0.00588327420867796
FOXP1	0.271441087810225	0.215535065766004	0.131055790706497	0.131597647327354	0.180083988138302	0.178814762608031	0.096271382506906	0.269775701049447	0.0348766774074285	0.0431917052272007	0.0971684472972034	0.122466599596147	0.00351752194724009	0.00666165542877883	0.00244799986041921	0.00839739555257746	0.00439908167023906	0.0354533727730585	0.0272740795827018	0.0699318140488052	0.0268941613631635	0.026186392848864	0.0509293526418546	0.0563302334665068	0.114887692761963	0.0234632531515098	0.059739896448086	0.0621408550199934	0.162528179097718	0.0120361325917948	0.0548563068391035	0.0163889197728219	0.107692586411261	0.015501176683011	0.0131357369865486	0.023049392624614	0.0181265578828229	0.0147691693862653	0.00243652839937192	0.0264995600324756	0.00360023070954507	0.0139757335634031	0.00851320589099358	0.0101238219807013	0.0125355179883629	0.00477252366593173	0.0727278558638706	0.0336232098606878	0.00621863351481466
FOXP3	0.0444073481031619	0.0909066541939909	0.0244560825446356	0.0354149941408723	0.0861103534799578	0.044735662742721	0.0449925940157352	0.0852995961035681	0.00394411356758928	0.00266421814106255	0.00945544964758338	0.0202569736799394	0.000379590832944254	1.11022302462516e-16	0.000661218300984756	0.00151807580617169	0.00248499864553975	0.00648157172720765	0.00480417486740836	0.00777987973769578	0.00319237843038023	0.00240741727768734	0.00419785265346562	0.0666543168424684	0.0117104753296422	0.00184964517490116	0.0236191667730936	0.00686879613496849	0.0115428024781505	0.00383986804916359	0.00728258349685029	0.00148916163190216	0.0103677549126279	0.0141636405514549	0.000807171143501706	0.0100777794664569	0.0298434912902203	0.0110823664961718	0.00176666730699737	0.0123793004585981	0.00324813049938477	0.0185166147911604	0.0157410975698178	0.00484580871210349	0.0181579745457539	0.00335316485539661	0.229891618875741	0.0342631503358413	0.0218326652375085
GATA1	0.251910975515007	0.207296452456876	0.155523338479898	0.12523066652224	0.178766530207814	0.197207208729905	0.100515111173317	0.308833555027848	0.0220382388750455	0.0273889894265356	0.0589510055129977	0.10962998792296	0.00194719836923429	0.00479267751959322	0.00225524445439873	0.00894990115059469	0.00414728671059361	0.0385276308601339	0.024486880095473	0.0539675524395721	0.0202265595051754	0.018418558863587	0.0601305842418087	0.0820727312551119	0.0812888888927366	0.024193072834142	0.0591862494067302	0.0427952184926981	0.10052499893181	0.00932245608731896	0.0346271011082842	0.0109954823900855	0.0746706044859766	0.0175548394750686	0.0100999975811193	0.0565908977895762	0.0497596740515159	0.0413922789031745	0.00307342259086307	0.10868791750413	0.00506121562727246	0.0231783245224857	0.012122404958814	0.0186867584853204	0.0148021990311085	0.00616948356401115	0.0733660474689535	0.0368840562225138	0.00732796286745407
GATA2	0.238939465623623	0.176107294670744	0.125842166131875	0.113584589614224	0.14508725135031	0.164764080402451	0.0798318864492693	0.253073725543687	0.0249007690834422	0.0294449782232516	0.0649247252502221	0.10409016291367	0.00234825638554392	0.00503859802678475	0.00206012457675575	0.00807627729368021	0.00367381180634407	0.0358143055515712	0.0320605041861698	0.0768171940131712	0.0270916906768192	0.0268977460390215	0.0674639124652907	0.0624562766607231	0.134022821849534	0.0301917784289292	0.0607703522393004	0.111361537105863	0.253714772691574	0.0175678776286252	0.0916436981483988	0.0284725520759894	0.129527608673109	0.0135606061494189	0.0136893643016092	0.038534493940624	0.0332793981050743	0.027068394543582	0.00248313896501806	0.0438714270354666	0.00372997642091955	0.0157145772472949	0.00751262901012606	0.011480281748449	0.0105691146457223	0.00393237072264885	0.0544685942757109	0.0269820442069186	0.00506921383527481
GATA3	0.241891706539636	0.246751449842697	0.185948260268869	0.14812783436545	0.215487870999811	0.259504574771974	0.143954772824858	0.499677405120944	0.0179166884267703	0.0131605273652695	0.0450785057576608	0.111729747349166	0.0013485830662241	0.00320374865610951	0.00174965434707208	0.00799981292672458	0.00222154812544706	0.0221171521682967	0.00747514406964944	0.0157074586039746	0.00463300007861434	0.00459329595127467	0.0182397642957537	0.0333022623110566	0.0238857733615472	0.00628715326800688	0.0424297248773944	0.00928940508897802	0.0320004170461045	0.0037519976174416	0.00968586505046498	0.00332516010469541	0.0235578707683255	0.00356658761243811	0.00255392948203625	0.0075663178939287	0.00549729285011602	0.00497187153976086	0.00109698570704575	0.00585841347054428	0.000652164791151377	0.00273673913549821	0.00147743287189606	0.0034871135920731	0.00230090252508486	0.00146533105274627	0.0127079713161989	0.00584394627586438	0.000939382160566105
GATA4	0.120692782914626	0.148013881410454	0.0404379847480285	0.0669288361418586	0.152216516424468	0.0992875853957641	0.0855593259725578	0.188454780730418	0.00930527014170868	0.00925573443983529	0.0485675074733521	0.0508709526276931	0.000476011525885944	0.00307447112843739	0.000833359904695241	0.00165618479394103	0.00134857288066714	0.0209594604378293	0.0114474258264772	0.0320475906203362	0.0141699246475961	0.0113858104960387	0.0103687343267012	0.018105783440182	0.0401533698759851	0.00719827565658693	0.0256971250912099	0.0197140106580102	0.0579860116858986	0.0056905767462101	0.0190679499413187	0.00497733192139282	0.0334689789141913	0.0966733589531006	0.00790071141367843	0.0019308850843438	0.00135066934888473	0.00186613086219534	0.000664915373431274	0.0135722360332099	0.00110695173208031	0.0054829616519203	0.00353048819786062	0.00333205254880009	0.00703782550707321	0.00258329733806262	0.0319585457315099	0.0149605827863662	0.00193060006431756
GATA6	0.0395407923510257	0.0752362429379723	0.0242409493839463	0.0136876028542068	0.0914040778510573	0.0222232347212994	0.0272984360268029	0.0272114415049738	0.00687437669695357	0.0018410725696365	0.0107516059880775	0.0208619903181619	0.000740614720062815	0.00107240305848211	0.000246766448270597	0.000613017201748001	0.000106344505738543	0.00700174661022746	0.00493098093265565	0.00938285775702319	0.00783065196857913	0.00382331319347928	0.00337519884935744	0.00446219404689985	0.0169067499719341	0.00505374798225366	0.0129481447606552	0.0529602486240024	0.274534688733321	0.00303572408334107	0.0810892110312424	0.0158909188715537	0.0147819544090748	0.0330294878437535	0.0288606701460612	0.000391586818542233	0.000433936094094367	0.00159377858045673	0.000506090972491657	0.00415459130739382	0.000928461674542191	0.000950497493455549	0.000984201204047297	0.000523623830628539	0.00203416330464701	0.00331269702315928	0.0139678151934564	0.0075625976215753	0.000440540184892702
GCM1	0.0640581973739911	0.0810634592731871	0.0320360367287639	0.0424704215295881	0.0772081627372492	0.0628835491900998	0.0494444236413845	0.0879265551817545	0.0108220553175639	0.0111771227739272	0.0302668910417185	0.0310281651227953	0.00177179941616967	0.00250990403609253	0.000444703827002124	0.0034263915427466	0.00109233036997103	0.00990029034597084	0.00632590113733644	0.016570363592147	0.0103653743608925	0.00794243204884659	0.00789169735728767	0.0143483365572795	0.0235270628247958	0.00489609222797893	0.0184584784985244	0.0111408363485945	0.0318547907733386	0.00349875609739514	0.0153687514787557	0.00335731020272245	0.023585115715151	0.0551520482590799	0.0050079342516407	0.00145885864619311	0.00255628337715175	0.00189023054032833	0.000791883308839836	0.0115365170919519	0.00128650686428022	0.00463272113400692	0.00136155163523899	0.00220355286552842	0.00478123910678074	0.00175933148001839	0.0174153268083241	0.0115412119574081	0.00192257824861453
GCM2	0.212267828828282	0.280977239320663	0.118381261041533	0.078670191205102	0.269765413161814	0.1458217028685	0.135277766744993	0.246357055145065	0.0114896401152103	0.00914909800487873	0.0403944965964598	0.0597068170587186	0.000374349882157343	0.00146228736419252	0.000149338039739488	0.00117651946091857	0.00060133302060672	0.0239217805209003	0.0115606975862382	0.0196709224570026	0.00997277004734642	0.0108689249398565	0.00755576870099839	0.0224704478138611	0.0407136102449317	0.00680854950276277	0.0304892567717229	0.0146126196029901	0.0606502808912429	0.0075930339440986	0.024522373942184	0.00482270963314479	0.0436423698940425	0.0614178032416732	0.00955955773328743	0.00547799241836544	0.00163933022209961	0.00251547989169087	0.000282198366296171	0.0125932845823813	0.00139680409048137	0.00542930864150004	0.00242325175829405	0.00655069573224321	0.00808577514780939	0.00413516792024793	0.0366449384957822	0.0169259261010717	0.00207654186321515
GFI1	0.0654278571881979	0.0853676792592643	0.0396780843808359	0.0375943995348933	0.0800741605698193	0.0482857595226451	0.046857108087331	0.173423099810581	0.00765907330983095	0.0043719707926535	0.0294485144649559	0.0376476103274688	0.000519270097772084	0.0014869955170238	0.000351415396599775	0.000808993856637352	0.000860825982053059	0.0542657932444285	0.00784355377382051	0.0184714535799877	0.00869001136919589	0.00884727033321064	0.0128072824871152	0.101795581318016	0.0287993247748823	0.00577735177377137	0.0323601612249187	0.0103437441611718	0.0290101170057651	0.00276678034160027	0.0128968231268433	0.00244853880234919	0.0307989155408239	0.0271452498637554	0.00520981195140346	0.0153759388352022	0.00965979355611291	0.00860833607160605	0.00129561036563119	0.251505199673659	0.00275305782462942	0.025387221313274	0.0159774736544511	0.0267123846060544	0.0155388084361039	0.00537933656408041	0.223828125599542	0.138199850717026	0.0253011500496361
GLIS1	0.239285404704968	0.289601674425953	0.143012761544364	0.0909349003154344	0.26642331167393	0.161372194211352	0.136021951193031	0.279567438343303	0.015027101484743	0.00846190893499998	0.0422325218712405	0.0701782215076796	0.00019869705263309	0.00209290692090269	0.000291527414810755	0.00290889174197861	0.00168494134938657	0.0258567882516407	0.0154447205521411	0.0247812179810429	0.010926330817007	0.0109888660982971	0.0133013873388809	0.0289488424192612	0.0412558935007825	0.0067138042930468	0.0398617684962046	0.016275473424687	0.0677393596120298	0.00829363195219135	0.0289065310654149	0.00405880149070448	0.0430807318311704	0.0379026188051648	0.00830229463441079	0.00806203152142149	0.00263493275319227	0.00341782916928246	0.000435459931913296	0.0124333690346642	0.00112800633974963	0.00490402815777147	0.00384593063026828	0.00824302567998014	0.00897815165212368	0.00435934695744922	0.0385832664476172	0.0200117410156013	0.00286606893296848
GLIS2	0.297469853990978	0.248413823962604	0.123232158118028	0.149782016593363	0.199522235727656	0.207553285790775	0.109015143862732	0.270508484019783	0.0211508678343737	0.023787747387221	0.0654049182219008	0.130167311757468	0.00193034693861793	0.00532243792644416	0.00168261766553357	0.007794960887062	0.0024935168275102	0.0244148295338972	0.0254767277503571	0.0660396477801228	0.0316534278026013	0.026001094233673	0.0511696985764892	0.0396554463459957	0.120482855677818	0.0237363051508799	0.0560996774513483	0.0411457428506637	0.0982656911510242	0.0086848524475388	0.0293497596136396	0.0119594172770663	0.10440587130617	0.00821271188840922	0.00774726778379131	0.0106519255331677	0.00798367073103912	0.00688953003905179	0.00120534272519379	0.0143088432314307	0.00236300199422201	0.00756840914308698	0.00361984771481594	0.00557700794178739	0.00553236542508473	0.00242385951361146	0.0378529390062019	0.0165579238108998	0.0030201995190694
GRHL1	0.229206410547523	0.227340853288321	0.189804933297682	0.139357611210926	0.203843412113412	0.251995866772777	0.139404407090598	0.513291317591229	0.0216511166851077	0.0191343575232332	0.0505083133118387	0.115566411738351	0.00173391389254296	0.00377759538581723	0.00209761757730997	0.00949852000797757	0.00297150033647242	0.0239670449920951	0.00933615759556483	0.0188083092013023	0.00510530218666894	0.00595216790444042	0.0225219942692456	0.0348425561750787	0.0289822850137867	0.007579977199212	0.0442365557577472	0.0137492068339631	0.0402765206076331	0.00421549485209605	0.0134596594031442	0.00398865566591744	0.0294577644924241	0.00482278286530891	0.00349926428572034	0.00973469533604487	0.00748011282346162	0.00719702442909154	0.00139847625152401	0.00743822835410912	0.000820500639806987	0.00331240980877356	0.00185381697775977	0.00389868763608492	0.00271233843398144	0.00180184951505424	0.0113415853344286	0.00576001863841991	0.00105050573710808
HES4	0.266789616848907	0.179240862372817	0.240144217783307	0.154188888136058	0.138419148960873	0.214495377597863	0.0875309768635996	0.327437242145332	0.0305377871645318	0.0225274321045899	0.0492856814973257	0.129181455222376	0.00252061247336899	0.00451214292477642	0.00491881052200593	0.0176704623639279	0.00708820651743758	0.0291125939788917	0.0368228768938488	0.0554493906131011	0.0191144470092357	0.0163683074346515	0.103343227069282	0.065993460581256	0.0824269517066922	0.0426173673172576	0.0678665871244578	0.0272920208855965	0.0789516635392442	0.00619776172107855	0.0223839278349722	0.012259529413805	0.0733064119209592	0.00259254053151203	0.006356012015998	0.0401634436132148	0.0346468441330945	0.0295898087949154	0.00351702324771064	0.0169899512856979	0.0030272715238151	0.0118134294274285	0.00558621533300629	0.0100390255291987	0.00758013821455727	0.00339912987948532	0.0260134148024647	0.0130851035536382	0.00258454219436177
HIF1A	0.27532897162586	0.185264935101767	0.177071594001118	0.148163279216346	0.14664335421166	0.204230168742933	0.0850065234445971	0.274406617030805	0.0299216240867348	0.036469308013084	0.0706376904753701	0.133285511609925	0.0032672588005741	0.00663295678272091	0.00351762775028597	0.011893274085407	0.00526652426305252	0.0331323370261829	0.0360117599826526	0.0743788712682942	0.027620773775749	0.023752253284542	0.0953654302728737	0.064280408858881	0.114481548367054	0.0399288360297374	0.0651237993846097	0.0501568464181883	0.130228744907141	0.00889021778323484	0.0414078784755807	0.0158977118316233	0.105792127732123	0.00599449879270186	0.00928932545167704	0.0420208301038839	0.0381837312960691	0.0317045664040707	0.00292392430349719	0.0216430444893434	0.00396181296096354	0.0147004149023247	0.00659960507455626	0.00964698456623347	0.00842271004471928	0.00420747672224775	0.0420206386021797	0.0202254928166183	0.0038665587191179
HNF1B	0.138974500415449	0.165961560951677	0.0378024824138479	0.0714235992918708	0.153726223091857	0.118604975712202	0.0872982452854525	0.197210967545574	0.0136424808926843	0.0158300554043788	0.0629079202691847	0.0635298381242491	0.00154475681743005	0.00317657723373665	0.000337836586998375	0.00162220111430222	0.000953782452438823	0.0262225855831411	0.0173011682682374	0.0395124296869762	0.0139406491515693	0.014583298308954	0.0255192711625064	0.0272706133538607	0.0504321646919264	0.0100671005898231	0.0577564898344245	0.016133910137627	0.0603391644570488	0.0071235356960101	0.0201433303365546	0.00560113933392103	0.0379102626216942	0.0999969660675561	0.0103669390981842	0.00130928365141969	0.00164218448124431	0.00149685256024767	0.000505975583702245	0.0136534690812755	0.00167681824266896	0.00878975883554189	0.00272461339302943	0.00706557650309558	0.00824671975062019	0.00319023253192408	0.0390902003139899	0.0227406324697998	0.00297929210308201
HNF4G	0.189497952390404	0.247496858548157	0.0826946127649995	0.0823355420782073	0.243108924111233	0.135267833537504	0.118708639581072	0.236467625238202	0.011651756796543	0.009033746567914	0.0525075505237125	0.0639945945516256	0.00062451728810442	0.00161710279987659	0.000542154633775382	0.00136971141737341	0.000968562033698439	0.0279345398612858	0.0127999819622542	0.0288790544391846	0.014399391466827	0.0111840322424925	0.0089738802335354	0.0206148001629255	0.0484754240897531	0.00663969626719374	0.0301350996304013	0.0137898462335835	0.0610682290858908	0.00673871934553705	0.0192742063473965	0.00488294360606956	0.0389790788515088	0.0868564767140704	0.01235018107214	0.00255856944231758	0.00160950527240733	0.00170511355943437	0.000183542745754939	0.0128251230239693	0.00167444655093418	0.00576483111162374	0.0018426669991658	0.00585951663200768	0.00602844747349085	0.00435844827223686	0.0368718265157706	0.0169559966713366	0.00208476745477193
HOXA11	0.0973574243636299	0.0680904758499661	0.0442275371150915	0.0353184814292394	0.0552730603714213	0.0484448351711798	0.0227232686008807	0.0535659439220953	0.00557443978862227	0.00475508025471361	0.0136811013926004	0.0273222836717337	0.000217721389007774	0.0011880681430767	0.00056914296664301	0.00309610991894016	0.00193746532067018	0.0263122843223511	0.143938166423594	0.264219995158741	0.0954969444702503	0.0749862610197645	0.299063256943189	0.0590273588502392	0.245958675167799	0.125806064337668	0.0908745088819125	0.0386850125753225	0.0830187863380908	0.015857663247809	0.0370799616314369	0.0110639179934401	0.295720438410835	0.0133079063989763	0.022051427870832	0.0167234794706181	0.0138952518417927	0.011664292897959	0.000555595649364582	0.00778446995711013	0.000758646159457088	0.00305863921383853	0.00221897188261622	0.00260084044628839	0.00220346819814043	0.000756722491480621	0.0106447898275893	0.00592660452796123	0.000858135438694285
HOXA13	0.0583909920883934	0.0565276774049888	0.0232736661622379	0.0388562297563101	0.0461584638833414	0.0388828350220787	0.0263409493203737	0.0351174884539477	0.0150385258156738	0.0116905148612503	0.0472671538447405	0.0327115223766238	0.000878203888105222	0.00114111075251977	0.00149172081803362	0.00272725475761182	0.00333606647871476	0.0213956443021419	0.0248852286478549	0.0702021728679584	0.0210190215441587	0.0167623236053213	0.021653561590057	0.0195162548998145	0.0617482556692562	0.0153883027692731	0.0393601463505339	0.0103921000158818	0.0455880377881633	0.00578908690287094	0.0199765276957917	0.00749720803408582	0.0550633002845409	0.0261956212161434	0.0451700230262179	0.00574777606941157	0.00644590697706326	0.0103570277744258	0.000824616857098892	0.0174533801833576	0.00242133864318694	0.00897156765178408	0.00131102110901671	0.0164555880322493	0.00356859675581211	0.00282557946130124	0.0199459897940877	0.0074746801545007	0.00343625656017899
HOXA7	0.2543028165236	0.226012154227718	0.146925848897024	0.115935677565642	0.202095240327721	0.194493014383222	0.116331712155446	0.35603421518995	0.0597459236660013	0.0702069136109844	0.155452946142962	0.137651474832428	0.00615566029911507	0.00935284006674231	0.00389794327770043	0.0133390636201006	0.00815914920365746	0.0294696444367781	0.0156032690040681	0.040205408772984	0.0125175094808523	0.0152596741306539	0.0215269564912212	0.0364821582486765	0.0780412767143138	0.00951317410276264	0.0498286153917493	0.0399588185573401	0.100628309954621	0.00886822978093083	0.0400781851924973	0.00825101196046396	0.0809156819396936	0.0186175541699818	0.0104660641101106	0.0107787631353177	0.00835380830362298	0.00806039107577228	0.0037276733600623	0.0147691396861633	0.00175544922286142	0.00739078404938454	0.00382957964720121	0.00704506965992846	0.00610658626474725	0.00281985954628539	0.0329506914022977	0.016158798206694	0.00286683738718252
HOXB13	0.183553270516508	0.273947170254449	0.132272414421523	0.0543871517251537	0.283131950701471	0.106353942411036	0.127538132366964	0.164630117839005	0.0096985486240837	0.00361673155603248	0.0224056165708502	0.0525783034832767	1.5806249854089e-05	0.000881342454765899	0.000240028984801244	0.00211607356343124	0.00121802057589315	0.0133388440025977	0.0198405052387999	0.0241291678740037	0.00777004172938556	0.0109738106357321	0.034125355574389	0.0184204859221673	0.025442742391362	0.00973116597869628	0.0299256664399702	0.00799647519194002	0.0460139979476644	0.0082786906464023	0.0163675458406952	0.00507598064974668	0.0273177185518192	0.0216064368465024	0.0351687111343396	0.00655116530047406	0.00314457558533165	0.00282572886696641	0.000290176176322987	0.0077851574156218	0.00060016406272112	0.00398815925945917	0.00155495863529009	0.00612645469786921	0.00564496804888504	0.00371848267720087	0.0208312976504805	0.00918827736441197	0.00150801449008253
HOXC9	0.22705147995386	0.199990620763144	0.129293234383864	0.103875953755182	0.16708486271248	0.151691694676428	0.0810505690658501	0.196987937456125	0.0202129587378517	0.0355308591953205	0.0606413549386711	0.113511913828779	0.00258652823260141	0.00710147971408381	0.00234403344425638	0.00727953730716369	0.00324693442090684	0.0299589268141875	0.043628406565366	0.0843974587807546	0.0297850846136346	0.0267543534455598	0.0722942886824441	0.0499495759106839	0.21549767826052	0.0418794167770942	0.0656077276265077	0.0377369250229052	0.106591175296335	0.00644483711386734	0.0393297190049615	0.0128361236389389	0.228533116036037	0.0105637005524614	0.0157975583954501	0.0222013143031993	0.0177057056421908	0.014019051725744	0.00176049522105326	0.0214944601425371	0.00276916585386022	0.0104748569857791	0.00510503164816312	0.00862582560841441	0.00894459261022074	0.00249822295660218	0.0470491169594724	0.020258625408248	0.0041367885517265
HOXD11	0.231820123122395	0.284980259972599	0.142251041706613	0.0850856958271067	0.263408183132701	0.156151724526532	0.133120339774115	0.265653287816672	0.0163809795077241	0.00858280903768982	0.0421367626580648	0.0690566554083788	0.000197830934232535	0.00215066328179048	0.000305826010688959	0.00309279844466259	0.00214445096400473	0.0258752343177431	0.0248323878257707	0.0373207303035871	0.0339450699546334	0.0255089704508715	0.0278024813199833	0.0296289435318393	0.0511368572192161	0.0134458690192238	0.0405445253519339	0.0183546860448386	0.0714107038211096	0.0083239378295854	0.0312356300011922	0.00440287480698909	0.0548115689537418	0.0336521638405165	0.0101147873215188	0.00960670624903637	0.00395851403094039	0.00414590363327672	0.000698391863389713	0.0143757543338188	0.00129039690305355	0.00583157652290445	0.00403499771071969	0.00809819506712861	0.00970746188928229	0.00448604388217033	0.04109812568044	0.02015906210788	0.00320710162431681
HOXD9	0.129839949379832	0.128868937359067	0.0702742321311465	0.0589382621202887	0.114453374496756	0.0963390913860208	0.0582410325958497	0.134080578899456	0.0111289270290447	0.0109367049202189	0.0389585303236043	0.049257238382012	0.000780488194040863	0.00238821653078458	0.000662550942697959	0.00318333754022149	0.00110990500546837	0.0207893026872722	0.0212586317060367	0.0429840773335353	0.0145620878072789	0.0145865135333115	0.0427517376523538	0.0352595857518112	0.0719388507610597	0.0157693446568077	0.0387241191153251	0.201243330770064	0.413305928398384	0.0433348103249132	0.182146063637446	0.0501384940026351	0.0623979204966836	0.0145472990643775	0.00757432588384799	0.0203823965122301	0.0155433450745646	0.00898431517154119	0.00141639578917285	0.0149241420719253	0.00161806370290707	0.00567001112276422	0.0027361734214697	0.00495541752436646	0.00669414745345431	0.00364682395320814	0.0385268198962174	0.0163636588398686	0.00246770381429695
IKZF1	0.250552266172282	0.195397091342208	0.145019240777541	0.120004244569311	0.164797512506147	0.169074278192505	0.0885242272279139	0.266822182390597	0.0269905805753623	0.0301208855576733	0.0660670779367679	0.112667067335105	0.00260467941138454	0.00535687070583513	0.00246160311209831	0.00956737469884261	0.00431480988252031	0.035078003734248	0.027103068301196	0.0618653953223822	0.0232029744150424	0.0214110465831439	0.0631740236957143	0.100183876726627	0.0993340114447134	0.0267356701068542	0.0603485885086169	0.0539841727957551	0.138615974439623	0.00962916082284004	0.0457231715876874	0.014284232085457	0.0953324563739324	0.0137689763744642	0.0108845133548139	0.0725740584042929	0.0623576203201731	0.0497634540759271	0.00370122563317776	0.0459487099707021	0.00778900692470752	0.0299878438143606	0.0160363727435442	0.0212760275055274	0.0212439750323448	0.00689399851740369	0.113160805917997	0.0587723715374473	0.0110709185809911
IL24	0.285563476361426	0.131363325473296	0.177690521046658	0.128847771759402	0.0869997103210476	0.144065993861885	0.0425219427895718	0.121280664626417	0.0216231964021707	0.0176686485893234	0.0490487513568817	0.118462329266919	0.00153780215454891	0.00480971102848804	0.00313501638765867	0.0116314481026549	0.00562157641642336	0.0366629600215322	0.0618481101786619	0.0616869487622322	0.0373007474760225	0.017868875363104	0.194816975276631	0.0587473314020985	0.05739723464636	0.0648643735813392	0.0625607380824243	0.0271089819027976	0.0904770315244505	0.00516235384446906	0.0245595956441342	0.0124976784399756	0.0579934196191778	0.00954671420975828	0.0082683575543836	0.0214661970622052	0.0174100963613352	0.0137838209297052	0.00205386478653891	0.0128461137696247	0.00263763496051372	0.00742999555406709	0.00437519373368378	0.00476006788027072	0.00501018028590716	0.00211040989147826	0.0282975163272086	0.0125577245101418	0.00260259249408779
IRF1	0.281725436316335	0.170394246656701	0.179047746233285	0.130106759517422	0.135686827850068	0.166714054583308	0.0723075021576753	0.242515662829091	0.0347274811106615	0.0526627197674652	0.0886708901698896	0.148644418008914	0.00413451149701793	0.0083694412201214	0.00384504539466191	0.0139111623578336	0.0062520077003192	0.0349825483045947	0.0337918766653907	0.0802988691470142	0.0288186739967499	0.0281191983541642	0.0911056844169699	0.0664579438344051	0.1316110326502	0.0359163997310729	0.0711664486201455	0.0586592602893049	0.144141484103292	0.00937382437745971	0.0467884754201371	0.0158233394926843	0.118127756434968	0.00731083301873525	0.0114628197095861	0.0405078695088864	0.0322403405937307	0.0263507999661141	0.00339715507053895	0.025176956086804	0.00395022819886703	0.015230759406895	0.007704761523737	0.0101564060265185	0.011061825071347	0.00397238641043363	0.0558466829357809	0.0272378156923851	0.00530615575272009
